Title,Date,Author,Content
Prestasi Gregoria adalah Inspirasi bagi Indonesia,"Kompas.com- 12/08/2024, 16:45 WIB",Ferril Dennys,prestasi gemilang tunggal putri indonesiagregoria mariskatunjung dinilai istimewa satusatunya peraih medali cabang olahraga bulu tangkis olimpiade keberhasilan penantian indonesia memperoleh medali olimpiade sektor bulu tangkis tunggal putri kemenangan gregoria bukti nyata efektivitas kolaborasi sektor swasta stakeholder olahraga nasional aice group worldwide olympic partner official ice cream of timnas indonesia apresiasi pencapaian atlet muda berbakat senior brand manager aice group sylvana keberhasilan atlet akrab disapa jorji membawa kebanggaan bangsa indonesia pertandingan paris jorji dedikasi semangat juangnya pertandingan berat menegangkan berhasil membawa pulang medali perunggu indonesia aice menilai prestasinya buah kerja keras ketekunan menginspirasi atlet muda indonesia fase semifinal gregoria performa menghadapi lawan tangguh baca jugaman united perpanjang kontrak bruno fernandes menghadapi ketegangan tenang fokus kemampuan terbaiknya gregoria kalah dramatis unggulan an young korea selatan peringkat nomor dunia semifinal bulu tangkisolimpiade paris porte de la chapelle arena minggu keberuntungan berpihak gregoria meraih medali perunggu olimpiade paris menjalani pertandingan akibat cedera dialami calon lawannya spanyol carolina marin aice bangga capaian jorji olimpiade paris indonesia salah kekuatan terbesar bulu tangkis dunia noc kemenpora stakeholder olahraga aice membangun koalisi mendukung atlet indonesia meraih prestasi terbaiknya prestasi gregoria inspirasi indonesia sylvana senada dengannya wakil bendahara ii koi richard sam bera mengapresiasi perjuangan gregoria mariska tunjung olimpiade paris pertamatama nama masyarakat indonesia selamat rumah apresiasi perjuangan gregoria richard
"Gregoria ke 16 Besar French Open 2024: Kaget Lapangan, Menang karena Fokus","Kompas.com- 05/03/2024, 20:47 WIB","Ahmad Zilky,Sem Bagaskara",tunggal putri indonesiagregoria mariska tunjung kaget kondisi lapangan gregoriamerebut tiket besarfrench open menang wakil korea selatan kim gaeun babak bertanding arena porte de la chapelle selasa gregoria menumbangkan kim ga eun duel gim via skor gregoria tekanan menghadapi kim gaeun baca jugahasil french open kalah ginting bangkit raih tiket pebulu tangkis kelahiran wonogiri mengambil pelajaran pertandingan melawan kim gaeun bersyukur hasilnya akui cepat tekanan gregoria rilis pbsi diterima mengatasi situasi lapangan pelajaran pertandingan gregoria semangat pantang menyerah laga gim ketiga mencoba gim ketiga sulit diakui bermain tekanan ekspektasi baca jugahasil french open apriyanifadia tendang unggulan korea senang usaha berhasil pebulu tangkis berumur samping gregoria berupaya keras kim gaeun sulit mencuri poin darinya fokus mencari poin poin gregoria kehilangan poin lawan mendapatkannya mudah kesalahan gim gregoria mengakui kaget kondisi lapangan melawan kim gaeun baca jugahasil undian french open tantangan ginting kans jonatan bersua axelsen faktor lapangan berpengaruh kim gaeun merasakan gim kaget kondisinya
"Indonesia ke Final Piala Thomas 2024, Fajar/Rian Terlecut Prestasi Tim Uber","Kompas.com- 04/05/2024, 20:02 WIB","Egi Dinda Janviera,Sem Bagaskara",fajar alfianrian menyumbangkan poin indonesia membekuk taiwan semifinalthomas cup indonesia lolos finalpiala thomas duel indonesia vs taiwan laga semifinal thomas cup digelar hitech zone sports centre gymnasium chengdu china sabtu fajar alfianmuhammad rian ardianto turun partai menangrubber gamemelawan lee yangwang chilin via skor alhamdulillah bermain lancar cedera bersyukur menang poin indonesia rian ardianto hasil didapatkan fajarrian membawa indonesia unggul taiwan semifinal piala thomas pasangan ganda putra peringkat tujuh dunia mengaku kesulitan duel melawan leewang peraih medali emas olimpiade baca jugapiala thomas kunci anthony ginting tumbangkan penakluk axelsen leewang bermain mempunyaidrivedanspeedyang kali gim percaya nyaman pola permainannya kesalahan muhammad rian ardianto a post shared by sports sportskompascom gemuruh suporter membangkitkan semangat juang kepercayaan fajarrian gim ketiga dukungan tim membakar semangat menambahpedekami rian baca jugakata jonatan hadapi korea selatan perempat final piala thomas set melawan leewang fajarrian mengaku menemukan pendekatan pas gim ketiga memaksa mengadu pola terapkan mengadudriveyang efektif poin gim raguragu fajar alfian mengubah pola bermain bertahan cocok kondisishuttlecockyang lumayan kencang fajarrian menjaga tempo permainan kendati sang lawan taiwan memperoleh keuntungan darilucky ball baca jugapiala thomas ginting menang permainannya terbaca lawan lucky ballmemang didapatkan pasangan taiwan sulit dikembalikan memikirkannya fokus poinpoin fajar fajarrian membekuk lee yangwang chilin jonatan christie tunggal putra indonesia sukses menumbangkan wang tzu wei indonesia berhasil mengalahkan taiwan semifinal thomas cup tim thomas uber indonesia samasama melangkah partai puncak kali indonesia wakil final piala thomas uber alias silam selamat tim uber masuk final masuk final motivasi keberhasilan tim thomas fajar menyinggung tim uber indonesia melaju final kali tim uber indonesia merasakan atmosfer partai final edisi digelar jakarta
"Tim Thomas dan Uber Cup Indonesia Tiba di Tanah Air, Disambut Kalungan Bunga","Kompas.com- 06/05/2024, 20:41 WIB","Farahdilla Puspa,Sem Bagaskara",tim bulu tangkis indonesia bandara soekarnohatta tangerang banten senin malam wib mengikuti thomas danuber cup penyambutan pebulu tangkis indonesia digelar gedung vvip terminal bandara soekarnohatta jonatan christie dkk penyambutan wib masuk kalungan bunga wakil ketua pbsi alex tirta menpora dito ariotedjo proses pengalungan bunga sekjen pbsi fadil imran deputi bidang peningkatan prestasi olahraga kemenpora surono direktur utama bni royke tumilaar baca jugasusy susanti bangga perjuangan indonesia thomas uber cup indonesia menjadirunnerupthomas uber cup mentas laga final hi tech zone sports centre chengdu china minggu a post shared by final thomas uber cup mempertemukan negara identik indonesia china tim bulu tangkis putri menjadirunnerupdan meraih medali perak kalah china baca jugaapresiasi perjuangan tim thomasuber indonesia tim putra meraih medali perak takluk tuan rumah tim putra menjadirunnerup indonesia negara tersukses sejarah thomas cup trofi juara indonesia mengoleksi gelar uber cup
"Hasil China Masters 2023: Ahsan/Hendra Terhenti, Gagal Ikuti Jejak Leo/Daniel","Kompas.com- 23/11/2023, 16:00 WIB","Ahmad Zilky,Sem Bagaskara",ganda putra indonesia mohammad ahsanhendra setiawan tersingkir darichina masters ahsanhendra gugur menelan kekalahan wakil china liang wei kangwang chang babak besarchina masters laga ahsanhendra vs liangwang jadwalchina masters shenzhen bay gymnasium kamis ahsanhendra dibekuk liangwang melaluistraight gameatau gim langsung skor baca jugahasil china masters leodaniel cetak poin beruntun tendang unggulan kekalahan ketiga ahsanhendra liangwang kompetisi resmi bulu tangkis ahsanhendra menorehkan kemenangan menelan kekalahan liangwang laga ahsanhendra meneruskan perjuangan kompetisi super china masters liangwang menghadapi utusan taiwan lee yangwang chilin memperebutkan tiket semifinal china masters baca jugahasil china masters dejangloria kalah ganda campuran indonesia habis ahsanhendra gagal mengikuti langkah juniornya leo rolly carnandodaniel marthin menyegel tiket perempat final china masters leodaniel mengenggam tiket perempat final china masters membekuk wakil denmark kim astrupanders skaarup rasmussen leodaniel menjalani duel melawan unggulan nomor india satwiksairaj rankireddychirag shetty perempat final china masters ganda putra sebutan the babies kalah melawan rankireddyshetty total laga baca jugahasil china masters kalah juara asia rinovpitha terhenti laga leodaniel takluk rankireddyshetty asian games
"Apri/Fadia Bersiap French Open, Tanggapi Greysia Polii dan Olimpiade","Kompas.com- 27/02/2024, 19:12 WIB","Egi Dinda Janviera,Eris Eka Jaya",ganda putri indonesiaapriyani rahayusiti fadia ramadhanti mengikuti turnamenfrench open diselenggarakan porte de la chapelle arena paris maret apriyani rahayusiti fadia ramadhanti menghadapi french open beradaptasi lapangan cuaca pastinya berangkat dengannothing to losedan latihan kondisinya dingin banget adaptasi apriyani ditemui pelatnas cipayung jakarta selasa apriyani mengungkap kondisinya cedera lutut kanan mengaku membaik baca jugamenuju french open tim bulu tangkis indonesia berangkat cederanya membaik membaik apriyani kemarin sudahngobrolsama fadia koh didi eng hian pelatih ganda putri psikolog mudahmudahan berjalan lancar french open apriyani rahayu greysia polii sukses meraih medali emas ganda putribulu tangkisolimpiade tokyo laga final olimpiade pasangan greysiaapriyani mengalahkan wakil china chen qingchenjia yifan menatap olimpiade apriyanifadia bimbingan greysia polii baca jugarionny pelatih olimpiade ricky soebagdja kabid binpres pbsi kak greys kemarin membantumindsetsaya fadia berbeda menjelang olimpiade situasi kemarin berbeda apri greysia fadia berpengaruh banget apriyani aprifadia kehadiran greysia polii mentor membantu pola pikir positif jelang olimpiade baca jugaprofil greysia polii peraih emas olimpiade tokyo pantang menyerah merah putih pola pikir evaluasi menjelang french open all england dikasih tau sih rahasia ya pokoknya kak greysia membantu fadia kak greysiangasihtahu kayak usahmikirapaapastep by stepsaja besok pertandingan tujuannya olimpiade berakarakarmikirnya kak greysia kayak olimpiade ginigini fadia french open apriyanifadia bertemu kim soyoungkong heeyong unggulan ketiga korea unggulan berupaya main lepas membebani apriyani membebani kemarin sih unggulan nonunggulan menang apriyani
"Kejuaraan Bulu Tangkis Asia 2024, Syarat Fikri/Bagas Lolos Olimpiade Paris","Kompas.com- 04/04/2024, 20:56 WIB","Farahdilla Puspa,Ferril Dennys",ganda putra indonesia muhammad shohibul fikribagas maulana tembus semifinalkejuaraan asia mengunci tiketolimpiade paris jadwalbadminton asia championshipsataukejuaraan bulu tangkis asia ningbo china april kesempatan fikribagas poin lolos olimpiade paris digelar juli agustus segi poin olimpiade fajarrian sudahqualifiedmasuk fikribagas kejuaraan asia penentuan liu yu chenou xuan yi china pelatih ganda putra aryono miranat dikutip daribolasportcom baca jugahasil drawing badminton asia championships jalan terjal fikribagas pr fikribagas pencapaiannya kejuaraan asia liuou tingkat lolos semifinal babak delapan poinnya semifinal penambahan poin perbedaan poinnya sekian liuou semifinal poinnya aryono liuou posisi kedelapan poin fikribagas menempati peringkat kesembilan ranking race to olympic poin fikribagas wajib menembus sektor ganda putra menemani fajar alfianmuhammad rian ardianto tampil paris baca jugakata ginting indonesia open batal indonesia arena sesuai regulasi bwf negara meloloskan wakil sektor ganda delapan race to olympic fikribagas menghadapi jalan terjal kejuaraan asia bertemu supak jomkohkittinupong kedren thailand babak berhasil menang fikribagas berpotensi melawan juara olimpiade tokyo lee yangwang chilin taiwan babak lawanlawan tangguh andai fikribagas berhasil melaju perempat final he ji tingren xiang yu china goh sze feinur izzuddin malaysia unggulan kang minhyukseo seungjae korea selatan aryono fikribagas menjadikan hasildrawingkejuaraan asia motivasi olimpiade paris motivasi latihan jadipressure poinpoin kritis motivasi lolos olimpiade aryono olimpiade menunggu mudahmudahan motivasi tuturnyadelia mustikasari
Hasil China Masters 2023: Leo/Daniel Gugur Usai Kalah dari Wakil India,"Kompas.com- 24/11/2023, 17:21 WIB","Muhammad Reza Triatmodjo,Eris Eka Jaya",ganda putra indonesialeo rolly carnandodaniel marthin gagal melangkah semifinalchina masters kalah wakil india satwiksairaj rankireddychirag shetty duel leodaniel melawan rankireddyshetty babak besarchina masters digelar shenzhen bay gymnasium jumat sore wib leodaniel menelan kekalahan skor pertandingan melawan unggulan india pertandingan leodaniel memimpin poin skor lawan berhasil menyamakan kedudukan cepat pertandingan ketat skor imbang baca jugajadwal china masters indonesia sisakan leodaniel pramudyayeremia interval leodaniel tertinggal angka salah pukulan leo berhasil melewati net jeda rankireddyshetty berhasil meningkatkan keunggulan leodaniel berjuang menjaga pertarungan sengit berhasil menyamakan kedudukan rankireddyshetty mengontrol permainan serangan bertubitubi wakil india berhasil gim skor serangan kuat shetty net gim leodaniel tertinggal poin pertandingan keunggulan rankireddyshetty melebar poin skor serangan terusmenerus rankireddyshetty sulit dihentikan leodaniel baca jugahasil china masters fajarrian gugur kans duel merah putih pupus leodaniel berusaha memperkecil ketertinggalan skor kesalahankesalahan lakukan lawan memperbesar keunggulan enam poin keunggulan rankireddyshetty bertambah tujuh angka skor rankireddyshetty menang skor digamekedua leodaniel kesalahan krusial kekalahan leodaniel sisa wakil indonesia pramudya kusumawardanayeremia erich yoche yacob rambitan bertanding babak perempat final china masters melawan chen bo yangliu yi china malam
"Semifinal Merah Putih di Korea Open, Fikri/Daniel Tak Pandang Bulu","Kompas.com- 30/08/2024, 23:21 WIB",Firzie A. Idris,kompascommuhammad shohibul fikridaniel marthinmengaku pandang bulu menghadapi leo rolly carnandobagas maulana laga semifinalkorea open sabtu muhammad shohibul fikridaniel marthin unggulan kedelapan turnamen menghadapi kompatriotnya leo rolly carnandobagas maulana laga turnamen bwf world tour level super muhammad shohibul fikridaniel marthin menghadapi rubber game laga putaran perempat final leo rolly carnandobagas maulana lancar melaju kemenangan gim langsung ketiga laga korea open fikri menikmati pertemuan bertemu teman semifinal seru banget gampang pebulu tangkis bandung dikutip rilis pbsi masingmasing kelebihan kelemahannya masingmasing pasangan baca jugahasil korea open leobagas semifinal fokus alhamdulillah wakil indonesia final daniel mengutarakan masingmasing target ajang bwf world tour lolos semifinal memiliki target masingmasing atlet berusia mencapainya puji tuhan terbaik bertemu rekan semifinal besok pastinya besok menang pertandingan besok mudah daniel menang
"Hasil Badminton Olimpiade 2024, Medali Emas Sempurna Viktor Axelsen","Kompas.com- 05/08/2024, 21:49 WIB",Firzie A. Idris,kompascomviktor axelsenmemenangi medali emas olimpiade beruntun menang kunlavut vitidsam thailand partai pemuncak nomor tunggal putra senin viktor axelsen menang kunlavut laga port de la chapelle arena tesebut axelsen menemui kesulitan menghadapi kunlavut melaju kemenangan impresif gim kuat axelsen membukukan delapan angka beruntun unggul kunlavut menembus digit axelsen masuk gim poin gim ranking nomor dunia gim axelsen langsung mencatatkan keunggulan masuk interval gim kunlavut duduk peringkat delapan dunia lawan axelsen tertinggal melaju memenangi laga viktor axelsen memenangi emas kehilangan gim enam laga jalani sepanjangolimpiade paris lee zi jia berhasil meraih medali perunggu mengalahkan lakhysa sen india laga rubber gim
Hasil Hylo Open 2023: Dejan/Gloria dan Rehan/Lisa Lolos ke Perempat Final,"Kompas.com- 02/11/2023, 19:52 WIB","Farahdilla Puspa,Firzie A. Idris",ganda campuran indonesia dejan ferdinansyahgloria emanuelle widjaja rehan naufal kusharjantolisa ayu kusumawati lolos perempat finalhylo open dejangloria rehanlisa mengalahkan lawan masingmasing babak besarhylo open saarlandhalle saarbrucken jerman kamis ganda campuran indonesia melewati duel ketat kemenangan dejangloria bertanding gim melawan presley smithallison lee amerika serikat menang skor baca jugajonatan juara french open target tercapai bungkam keraguan rehanlisa mengikuti jejak dejangloria menang mads vestergaardchristine busch denmark dejangloria melawan tang chun mantse ying suet hong kong perempat finalhylo open tangtse menyingkirkan unggulan keempat malaysia goh soon huatlai shevon jamie via kemenangan peringkat tangtse unggul dibandingkan dejangloria wakil hong kong menempati urutan dejangloria posisi baca jugahasil french open gelar super jonatan fikribagas runnerup dejangloria rekor kemenangan tangtse diraih babak malaysia open babak indonesia masters rehanlisa melawan wakil inggris gregory mairsjenny mairs callum hemmingestelle van leeuwen indonesia berpotensi menambah wakil perempat final sektor ganda putri apriyani rahayusiti fadia silva ramadhanti febriana dwipuji kusumaamallia cahaya pratiwi bertanding febrianaamallia melawan li yi jingluo xu min china apriyanifadia menghadapi kirsten de witkelly van buiten belanda
"Pelatih Respons Undian Olimpiade, Minta Apriyani/Fadia Tingkatkan Persiapan","Kompas.com- 12/07/2024, 22:54 WIB","Farahdilla Puspa,Firzie A. Idris",pelatih ganda putri indonesiaeng hian apriyani rahayusiti fadia silva ramadhanti meningkatkan persiapan jelangolimpiade paris eng hian undian bulu tangkisolimpiade paris kantor bwf kuala lumpur malaysia jumat sore wib apriyanifadia tergabung grup a unggulan chen qing chenjia yi fan china mayu matsumotowakana nagahara jepang pearly tanthinaah muralitharan malaysia aprifadia teknik fisik mental grup eng hian keterangan tertulis pbsi baca jugajonatan christie dkk pikirkan bonus olimpiade fokus indonesia apriyanifadia menjalani pertandingan mudah menghadapi lawan grup a berkaca rekor pertemuan apriyanifadia kali menang tujuh laga melawan chen qing chenjia yi fan menelan kekalahan beruntun apriyanifadia mudah bertanding melawan pearly tanthinaah muralitharan pasangan masingmasing mengantongi kemenangan kekalahan apriyanifadia takluk pearlythinaah laga indonesia open baca jugahasil undian bulu tangkis olimpiade paris drawing ganda putra ditunda melawan matsumotonagahara apriyanifadia menang pertandingan kemenangan apriyanifadia upaya keras berjalan pertarungan gim rekor pertemuan pasangan china malaysia pertandingan hasilnya bagus eng hian pasangan jepang pertemuan menang alot pertandingannya baca jugatarget pbsi olimpiade paris pertahankan tradisi medali menghadapi lawan tangguh apriyanifadia diharapkan fokus menjalani laga babak grup berharap fadiaapri fokus pertandingan hasil lihat lapangan eng hian a post shared by apriyanifadia grup sulit ganda campuran rinov rivaldypitha haningtyas mengalami situasi rinovpitha grup a unggulan zheng si weihuang ya qiong china kim wonhojeong naeun korea selatan thom gicqueldelphine delrue perancis herry iman pierngadi pelatih ganda campuran menilai pemain peluang lolos fase grup grup mudah kans lolos grup olimpiade paris juli agustus cabang olahraga bulu tangkis dipertandingkan porte de la chapelle arena juli agustus
"Indonesia Open 2024, Wang Zhi Yi Tak Mau Diganggu Bising Istora Saat Vs Ester","Kompas.com- 04/06/2024, 21:10 WIB","Ahmad Zilky,Ferril Dennys",tunggal putri chinawang zhi yi mengaku terganggu berisik istora senayan melawan wakil indonesia ester nurumi tri wardoyo wang zhi yi melakoni pertandingan melawanester nurumi tri wardoyodalam babak besarindonesia open laga wang zhi yi vs ester nurumi jadwalindonesia open bergulir istora senayan jakarta kamis wang zhi yi persiapan serius menjelang duel melawan ester baca jugahasil lengkap indonesia open wakil tersingkir babak pasalnya tunggal putri ranking enam dunia menyadari ester dukungan penuh fan istora senayan persiapan khusus wang zhi yi awak media istora senayan selasa istora penonton besok mendukung pemain indonesia wang zhi yi berupaya keras tertekan bising dukungan ester penggemar bulu tangkis tanah air baca jugahasil indonesia open ginting tersingkir berusaha terganggu terpengaruh penonton wang zhi yi sejatinya modal positif menjelang menghadapi ester nurumi tri wardoyo sang tunggal putri berumur memiliki kenangan indah istora menjuarai indonesia masters wang zhi yi mengangkat gelar juara indonesia masters mengalahkan wakil jepang nozomi okuhara baca jugagregoria bekuk putri kw indonesia open problem kaki bengkak wang zhi yi gegabah peluang juara indonesia open melangkah perlahan indonesia open harapan kali medali step by step wang zhi yi semoga laga pelajaran meningkatkan
"Daftar Gelar Marcus Fernaldi Gideon, 19 Titel BWF World Tour","Kompas.com- 09/03/2024, 19:11 WIB","Farahdilla Puspa,Firzie A. Idris",pebulu tangkismarcus fernaldi gideonmemutuskan pensiun pemain profesional tapat ulang tahunnya sabtu keputusan menandai perjalanan karier marcus dunia bulu tangkis berusia terjun sektor ganda putra marcus bermain tunggal putra memenangkan gelar internasional victorian international future series marcus masuk pelatnas pbsi bergabung tim ganda putra baca jugamarcus fernaldi gideon putuskan pensiun dunia bulu tangkis berpasangan agripina prima rahmanto putra marcus menjuarai singapore international iran fajr international series runnerup vietnam international challenge osaka international challenge marcus meninggalkan pelatnas kecewa agripina didaftarkan all england namanya tenggelam pemain profesional berpasangan peraih emas olimpiade beijing markis kido juara french open indonesia masters baca jugamarcus fernaldi gideon gantung raket dianggap madesu no dunia marcus bermain ganda campuran aprilisasi putri lejarsar variella rizki amelia pradipta pemain bulgaria gabriela stoeva menginjak podium juara prestasinya markis kido marcus ditarik pelatnas dipasangkan kevin sanjaya sukamuljo duet marcuskevin menjelma ganda putra fenomenal terkenal permainan cepatnya komentator bwf gillian clark video diunggah bwf tv februari menyebut marcuskevin membawa permainan ganda putra level menarik ditonton baca jugabelum latihan pbsi marcuskevin tanda dipasangkan marcuskevin meraih gelar chinese taipei grand prix pasangan dijuluki the minions menjuarai turnamen malaysia masters india open australian open china open prestasi marcuskevin kian mentereng meraih gelar beruntun all england india open malaysia open
"Juara Sri Lanka International Challenge 2024, Rahmat/Yeremia Raih Gelar Perdana","Kompas.com- 11/02/2024, 18:01 WIB","Farahdilla Puspa,Eris Eka Jaya",ganda putra indonesia rahmat hidayatyeremia erich yoche yacob rambitan juarasri lanka international challenge gelar diraih rahmatyeremia mengalahkan bryan jeremy goontingm fazriq mohamad razif malaysia final sri lanka international challenge minggu rahmathidayat podium juara menyudahi pertarungan gim kemenangan district sport complex galle sri lanka gelar perdana rahmatyeremia dipasangkan debut thailand masters januari baca jugapesan pramudya gantung raket yeremia sukses maaf yeremia dipasangkan rahmat partner tandingnya pramudya kusumawardana memutuskan pelatnas pbsi melanjutkan pendidikan australia rahmat berpasangan muhammad rayhan nur fadillah berduet kevin sanjaya sukamuljo rahmat dimainkan pramudya yeremia pemulihan cedera meraih gelar juara rahmatyeremia mengalahkan pemain unggulan perjalanan podium juarasri lanka international challenge baca jugapasangkan yeremia rahmat pelatih rencana marcuskevin rahmatyeremia menang mudah babak melawan wakil tuan rumah dinura priyashanthasiyath senaratne skor kembar menang bhargav ram arigelaviswa tej gobburu india babak tren kemenangan rahmathidayat berlanjut perempat final mengalahkan unggulan thailand pongsakorn thongkhamwongsathorn thongkham skor semifinal rahmatyeremia menyingkirkan pemain unggulan keempat kang khai xingaaron tai malaysia kemenangan baca jugakejuaraan beregu asia fikribagas ganda putra indonesia rahmatyeremia menuntaskan perjuangan juara menang bryan jeremy goontingm fazriq mohamad razif malaysia final rahmatyeremia terbang malaysia bergabung skuad indonesia mengikuti kejuaraan bulu tangkis beregu asia jadwal kejuaraan bulu tangkis beregu asia selangor malaysia februari
"Hasil Badminton Asia Team Championships, Alwi Bawa Indonesia Menang 3-0 atas UEA","Kompas.com- 14/02/2024, 18:13 WIB",Eris Eka Jaya,tunggal putraalwi farhanberhasil kemenangan indonesia uni emirat arab uea laga grup dbadminton asia team championshipsataukejuaraan bulu tangkis beregu asia alwi farhan indonesia menang badminton asia team championships mengalahkan bharath latheesh setia city convention centre selangor malaysia rabu indonesia meraih kemenangan partai poin disumbangkan tunggal putra chico aura ganda putra leodaniel membawa indonesia menggandakan keunggulan baca jugahasil kejuaraan beregu asia chico menang indonesia unggul uea alhamdulillah bermain cedera bersyukur menyumbangkan poin ketiga indonesia alwi keterangan pbsi bertanding laga permainan jalan lawan bermain kali mudah angka pertandingan memantapkan senjata pukulanpukulan sesuai arahan pelatih menghadapi korea besok diturunkan alwi baca jugaleodaniel gandakan keunggulan uea lawan korea alwi mengaku diturunkan melawan korea selatan seandainya besok diturunkan lawan korea terbaik persen mengerahkan kemampuan miliki tim indonesia bicara lawan besok gambaran diturunkan pertandingan line up korea menurunkan pemain berbeda alwi besok mental pikirannya diwaspadai
"Hasil China Masters 2023: Ahsan/Hendra ke 16 Besar, Bagas/Fikri Tersingkir","Kompas.com- 22/11/2023, 19:00 WIB","Ahmad Zilky,Firzie A. Idris",hasilchina masters menghadirkan kekalahan bagas maulanamuhammad shohibul fikri sisi mohammad ahsanhendra setiawan berhasil rangkaian laga besarchina masters dijadwalkan shenzhen bay gymnasium rabu bagasfikri menorehkan hasil menyenangkan menelan kekalahan utusan china liu yu chenou xuan yi bagasfikri takluk liuou straight game gim langsung skor baca jugachina masters gregoria singkirkan wakil thailand hasil ditorehkan rehan naufal kusharjantolisa ayu kusumawati langsung tersingkir besarchina masters rehanlisa tumbang hadapan wakil china feng yan zhehuang ping gim langsung skor kali rehanlisa kalah fenghuang rehanlisa menang laga final hylo open mohammad ahsanhendra setiawan berhasil memetik kemenangan wakil perancis christo popovtoma junior popov baca jugahasil china masters singkirkan eks juara dunia ginting lolos ahsanhendra bermain apik melwwan christotoma the daddies menang gim langsung via skor ahsanhendra berhasil kali beruntun mengalahkan christotoma the daddies menang indonesia masters ahsanhendra menjalani duel melawan unggulan china liang wei kangwang chang china masters pertemuan ahsanhendra liangwang kompetisi resmi bulu tangkis baca jugahasil lengkap china masters aprifadialeodaniel anatiwi mundur laga ahsanhendra membekuk liangwang semifinal all england gim langsung via
"Hasil All England 2024, Dejan/Gloria Terhenti di Perempat Final","Kompas.com- 15/03/2024, 20:55 WIB","Aliyah Shifa Rifai,Ferril Dennys",ganda campuran indonesia dejan ferdiansyahgloria emanuelle widjaja tersingkir babak perempat finalall england tampil stadion utilita birmingham inggris jumat dejangloria menghadapi unggulan cina zheng si weihuang ya qiong langkah dejangloria terhenti dikalahkan set gim skor set dejangloria mengimbangi poin skor interval tertinggal skor menyusul poin si weiya qiong mencatatkan poin set baca jugahasil all england gregoria tersingkir perempat final memasuki babak serangan masif berhenti masingmasing pemain dejangloria berhasil menyamakan skor kali interval dejangloria tunduk skor setelahnya ganda campuran indonesia membalikkan enggan tertinggal si weiya qiong mengungguli permainan dejangloria berupaya keras mengejar poin tertinggal si weiya qiong menamatkan gim keunggulan tipis dejangloria baca jugatersingkir all england leodaniel dituntut tingkatkan level permainan kekalahan dejangloria indonesia memiliki wakil ganda campuran all england menyusul kekalahan tunggal putri indonesia gregoria mariska tunjung dibekuk akane yamaguchi jepang set gim
PBSI Hormati Keputusan Marcus Gideon Pensiun,"Kompas.com- 09/03/2024, 20:55 WIB","Farahdilla Puspa,Firzie A. Idris",pbsimenghormati keputusanmarcus fernaldi gideonyang pensiun pemain profesional sabtu kepastian marcus fernaldi gideon gantung raket ulang sang pemain instagramnya pernyataan mantan pemain nomor dunia mengejutkan pbsi federasi menerima menghormati marcus pp pbsi kabar media sosial marcus fernaldi gideon memutuskan pensiun atlet bulu tangkis profesional pernyataan pbsi baca jugamarcus fernaldi gideon gantung raket dianggap madesu no dunia pp pbsi menerima keputusan resmi marcus fernaldi gideon bentuk lisan tertulis kabar pp pbsi menghormati keputusan marcus fernaldi gideon prestasi dedikasi marcus fernaldi gideon kejayaan bulu tangkis indonesia diragukan pbsi menatikan komunikasi marcus menentukan langkah pp pbsi menunggu komunikasi marcus fernaldi gideon mengambil langkahlangkah baca jugadaftar gelar marcus fernaldi gideon titel bwf world tour marcus fernaldi gideon menghiasi kariernya deratan gelar juara titel bwf world tour medali emas asian games piala thomas prestasiprestasi diraih berpasangan kevin sanjaya sukamuljo duet dijuluki the minions ganda putra nomor dunia marcuskevin kali bertanding singapore open juni samasama bertanding desember partner berbeda marcus muhammad rayhan nur fadillah kevin diduetkan rahmat hidayat pernyataan lengkap marcus fernaldi gideon thank you god for these years usia memutuskan berhenti karier profesional badminton hentihentinya berlatih bersaing lapangan mengucap syukur tuhan yesus berkarya hidup tanpanya guru menganggap madesu suram
Upaya Membangkitkan Kejayaan Bulu Tangkis Indonesia,"Kompas.com- 06/08/2024, 22:30 WIB",Ferril Dennys,pb djarumkembali menyelenggarakan audisi pb djarum digor djarum jati kudus jawa september proses pencarian bibit pebulu tangkis membangkitkan kejayaanbulu tangkisindonesia panggung dunia menyasar kategori usia ku u ku ku putra putri minggu pebulu tangkis muda mendaftarkan peserta berasal penjuru indonesia aceh bali bangka belitung kalimantan timur sulawesi utara nusa tenggara timur papua pendaftar berasal jawa atlet registrasi dibuka september baca orang padati jalanan paris tonton olimpiade balap sepeda program director bakti olahraga djarum foundation ketua pb djarum yoppy rosimin audisi diselenggarakan bertujuan meregenerasi atlet klub bermarkas kudus audisi memperkuat mata rantai prestasi indonesia disegani panggung dunia cabang olahraga audisi rutinitas mencari bibitbibit regenerasi pb djarum gerakan menjaga mata rantai prestasi membangkitkan kejayaan bulu tangkis indonesia panggung dunia yoppy audisi berupaya menemukan pebulutangkis muda berkualitas super asah harapan kelak juara level juara dunia olimpiade yoppy mencapai tujuan pb djarum berfokus pencarian bibitbibit berkualitas audisi kesempatan atlet muda uji kemampuan pertandingan level regional nasional internasional pb djarum mengirim atletatlet mudanya berlaga badminton asia u u junior championships chengdu china memiliki atlet berkualitas diasah pertandingan kompetitif menyianyiakan bakat rutin mengirim atlet berlaga turnamen level internasional ketatnya persaingan kemampuan atletatlet mancanegara yoppy jam terbang atletatlet memiliki kepercayaan memiliki mental kuat bertanding turnamen level dunia yoppy menguraikan upaya menemukan bibitbibit berkualitas kelak mengharumkan nama bangsa penyelenggaraan audisi mengalami perubahan
