Title,Date,Author,Content
"PBSI dan Keluarga Zhang Zhie Jie Audiensi, Siap Fasilitasi Kepulangan Jenazah","Kompas.com- 07/07/2024, 18:00 WIB","Leonardo Juan Ruiz Febrian,Eris Eka Jaya",pbsibeserta penyelenggarabadminton asia junior championships bertemu keluargazhang zhi jiechina audiensi jumat yogyakarta keluarga zhang diwakili kakak perwakilan cba asosiasi bulu tangkis china pengurus sports administration zhejiang college of sport kedatangan keluarga zhang beserta perwakilan cba gambaran perisitiwa meninggalnya tunggal putra china senin pertemuan keluarga zhang cba mendengarkan langsung keterangan dokter turnamen dokter rspau dr suhardi hardjolukito rumah sakit rujukan rsup dr sardjito keluarga cba kesempatan kronologi gambaran peristiwa zhang baca jugakabar duka tunggal putra china zhang zhie jie meninggal main badminton asia junior championships audiensi berjalan lancar keluarga zhang berterima kasih panitia pelaksana pbsi pihakpihak memfasilitasi kepulangan jenazah tunggal putra mendukung penuh pemenuhan suratsurat dokumendokumen pendukung keluarga proses pemulangan jenazah bunyi pernyataan pbsi keputusan keluarga zhang zhi jie langkah pbsi berharap keputusan keluarga jenazah tutup pernyataan baca jugaalasan tim medis menit menangani zhang zhi jie pebulu tangkis tunggal putra china zhang zhie jie meninggal dunia senin wib mengalami henti jantung mendadak zhang memainkan laga ketiga melawan jepang minggu gor amongrogo yogyakarta meninggal pingsan berlaga badminton asia junior championships baca jugarespons bwf zhang zhi jie meninggal main badminton asia junior championships zhang zhi jie tiongkok pemain tunggal pingsan lapangan pertandingan malam dilarikan rumah sakit meninggal dunia kemarin pernyataan pbsi zhi jie memainkan pertandingan penyisihan grup melawan jepang pingsan dirawat dokter turnamen tim medis dibawa ambulans siaga menit dilarikan rumah sakit pernyataan badminton asia junior championship beserta pbsi elemen terlibat simpati belasungkawa keluarga cba
"Chen Yu Fei ke Final Indonesia Open: Tak Berpikir Juara, Fokus Olimpiade","Kompas.com- 08/06/2024, 17:53 WIB","Ahmad Zilky,Firzie A. Idris",tunggal putri chinachen yu fei menyebutindonesia open ajang latihan mentas diolimpiade chen yu fei tiket final indonesia open membekuk wakil spanyolcarolina marin bertanding istora senayan jakarta sabtu chen yu fei menang carolina marin gim via skor pemegang medali emas olimpiade tokyo meraih gelar juara prestasi terbaik pebulu tangkis ranking dunia peringkat singapore open badminton asia championships india open baca jugalolos final indonesia open publik istora dorong motivasi an seyoung pebulu tangkis berusia sejatinya berpikir juara indonesia open chen yu fei fokus bermain olimpiade juara indonesia open chen yu fei awak media termasukkompascompada sabtu baca jugakunci an seyoung final indonesia open tampil maksimal lupakan cedera persiapan olimpiade mementingkan proses hasilnya berkembang anggota tim pemenang piala uber indonesia open ajang latihan bermain olimpiade paris chen yu fei indonesia open evaluasi menjelang ajang tahunan ya indonesia open latihan olimpiade chen yu fei baca jugahasil indonesia open fikribagas gugur tangan wakil denmark pertandingan kekurangan intropeksi evaluasi berkembang imbuh
"Hasil Indonesia Masters 2024: Bekuk Fikri/Bagas, Fajar/Rian Lawan Leo/Daniel di Semifinal","Kompas.com- 26/01/2024, 19:51 WIB","Farahdilla Puspa,Firzie A. Idris",fajar alfianmuhammad rian ardianto memenangi duel merah putih melawan muhammad shohibul fikribagas maulana diindonesia masters laga pasangan tersaji perempat finalindonesia masters istora senayan jakarta jumat fajarrian menang gim langsung skor melawan leo rolly carnandodaniel marthin semifinalindonesia masters baca jugahasil indonesia masters leodaniel semifinal indonesia segel tiket final fajarrian memimpin pertandingan keunggulan bertahan interval gim skor poin fajarrian pengembalian bagas melebar jatuh lapangan pukulan tipuan fajar net membuatnya rian mencapai game ponit pengembalian fikri dibiarkan kemenangan fajarrian gim skor gim berjalan ketat pasangan bergantian angka baca jugagregoria gugur indonesia masters kecewa malu fajarrian memperlebar jarak unggul fikribagas peluang menyamakan skor tertinggal kesempatan pupus pengembalian fikri net kesalahan fikri fajarrina unggul interval fikribagas mendekati angka fajarrian kedudukan smes membelah pertahanan fikribagas kehilangan poin fajarrian kemenangan lolos semifinal melawan wakil indonesia leo rolly carnandodaniel marthin
Kiat Rehan/Lisa dalam Hadapi Pemenang Medali Perak Olimpiade Paris,"Kompas.com- 28/08/2024, 14:24 WIB",Firzie A. Idris,wakil tanah airrehan naufal kusharjantolisa ayu kusumawati menghadapi ujian bersua wakil tuan rumah unggulan ketiga kim wonhojeong naeun babak korea opean rehan naufal kusharjantolisa ayu kusumawati bertemu peraih medali perak olimpiade melewati rintangan chen zhi yifrancesca corbett as kemenangan pertandingan menit rabu rehanlisa menghadapi kim wonhojeong naeun pasangan kalahkan rehanlisa kalah telak pertemuan babak semifinal german open kimjeong lolos partai pemuncak olimpiade tokyo mengalahkan kompatriot seo seungjaechae yoojung laga semifinal rubber game kalah telak zheng siweihuang yaqiong partai perebutan medali emas menghadapi pertandingan babak lawan korea tampil terbaik memanfaatkan kesempatan rehan memaksimalkan dilatih berusaha berdoa hasil serahkan makan susah profesional berusaha tampil maksimal fokus pasangan ganda campuran tanah air juarakorea open praveen jordandebby susanto turnamen edisi
Cara Gregoria Rayakan Medali Perunggu Olimpiade Paris 2024,"Kompas.com- 09/08/2024, 18:57 WIB","Farahdilla Puspa,Ferril Dennys",peraih medali perungguolimpiadeparis gregoria mariska tunjung terminal bandara soekarnohatta tangerang banten jumat wib gregoriamariska tunjung sang kekasih mikha angelo menyertai perjuangannya paris tunggal putri wonogiri terhenti semifinalbulu tangkisolimpiade paris kalah unggulan an seyoung korea selatan jorji sapaan akrab gregoria menelan kekalahan berduel gim skor baca jugamakna seragam khusus gregoria mariska podium bertanding laga perebutan medali perunggu carolina marin spanyol mundur melawan he bing jiao china laga semifinal mengalami cedera medali olimpiade gregoria kesuksesannya penantian tunggal putri merah putih gregoria tunggal putri indonesia meraih medali olimpiade maria kristin yulianti olimpiade beijing gregoria merayakan keberhasilannya keluarganya ulang tahunnya minggu baca jugagregoria olimpiade momen terkenang berjuang cedera apresiasi suporter mepet ya dirayainnya sabtu minggu besok gregoria tanggal ulang merayakannya keluarga merayakan imbuhnya gregoria beristirahat mengikuti olimpiade paris langsung mengikuti turnamen bwf world tour japan open agustus
"PBSI Rilis Susunan Pemain Pelatnas 2024, Tak Ada Shesar Hiren Rhustavito","Kompas.com- 26/01/2024, 18:20 WIB","Farahdilla Puspa,Sem Bagaskara",persatuanbulu tangkisseluruh indonesia pbsi mengumumkan daftar pemain pelatnas cipayung pbsi tahunnya promosi degradasi pemain berpotensi ditarik pelatnas dianggap prestasinya menurun dicoret berdasarkan keterangan pbsi keputusan diambil berdasarkan hasil turnamen seleksi nasional pbsi digelar januari baca jugagregoria gugur indonesia masters kecewa malu perubahan susunan pemain pelatnas pbsi salah satunya hilangnya namashesar hiren rhustavito keputusan mengacu surat keputusan nomor skepi tanggal januari promosi degradasi kategori atlet pemusatan latihan nasional pelatnas baca jugaindonesia masters ganda denmark bekuk rehanlisa mimpi susunan pemain pelatnas bulutangkis a tunggal putra utama pratama percobaan kejuaraan b tunggal putri utama pratama percobaan kejuaraan c ganda putra
Penjelasan PBSI soal Skuad Indonesia untuk Thomas dan Uber 2024,"Kompas.com- 17/04/2024, 15:59 WIB",Eris Eka Jaya,pengurus pusat persatuan bulu tangkis indonesia pp pbsi resmi mengumumkan skuad ajangpiala thomas uber pbsi memanggil atlet putra atlet putri memperkuat tim bulu tangkis indonesia padapiala thomas uber piala thomas uber turnamen beregu putra putri prestisius digelar april mei chengdu china kepala bidang pembinaan prestasi pbsi ricky soebagdja angkat bicara penjelasan pemilihan anggota skuad thomas uber baca jugahasil drawing thomas uber cup tim putra indonesia lawan juara bertahan piala thomas uber pemilihan pemain berdasarkan hasil diskusi pelatih koh christian hadinata ricky tim humas media pp pbsi keseharian pelatnas kondisi terkini performa pertandingan ricky tim thomas indonesia menurunkan kekuatan terbaik anthony sinisuka ginting jonatan christie chico aura dwi wardoyo alwi farhan nomor tunggal fajar alfian muhammad rian ardianto bagas maulana muhammad shohibul fikri leo rolly carnando daniel marthin nomor ganda piala thomas uber turnamen beregu perjalanannya khusus piala thomas juara aarhus denmark finalis bangkok thailand ricky baca jugadaftar pemain indonesia thomas uber cup tim thomas menurunkan kekuatan terbaik perjuangkan raih supermasi kebanggaan ricky keterangan pbsi rabu race to olympics selesai target piala thomas puncaknya olimpiade ricky dipiala uber kombinasi pemain senior pemain muda menghiasi tim merahputih nomor tunggal gregoria mariska tunjung ester nurumi tri wardoyo komang ayu cahya dewi ruzana andalan nomor ganda diisi apriyani rahayu siti fadia silva ramadhanti ribka sugiarto lanny tria mayasari rachel allessya rose meilysa trias puspitasari berdasarkan hasil diskusi pelatih diputuskan memasukkan pemainpemain muda ricky jam terbang hasil turnamen memilih ruzana racheltrias masuk tim menggantikan putri kusuma wardani febriana dwipuji kusumaamallia cahaya pratiwi baca jugahasil drawing thomas uber cup tim putra indonesia lawan juara bertahan menilik peluang ricky tim thomas uber melewati tantangan lolos penyisihan grup persiapan minggu kejuaraan asia kemarin pelatih pastinya segi kekuatan calon lawan berbeda turnamen ricky lolos grup tim thomas tim uber kansnya tinggal pemain tampil lepas optimal tim thomas indonesia tergabung india thailand inggris grup c tim uber grup c jepang hong kong uganda
"Link Live Streaming All England 2024, Mulai 17.00 WIB","Kompas.com- 13/03/2024, 16:28 WIB","Egi Dinda Janviera,Firzie A. Idris",wakil indonesia turun kejuaraanall england rabu link live streamingall england tertera artikel turnamen bulu tangkis tertua dunia dijadwalkan maret utilita arena birmingham inggris all england dikonversikan indonesia barat wib baca jugaall england kunci apriyanifadia kendalikan wakil india jadwal all england menghadirkan aksi jonatan christie mohammad ahsanhendra setiawan babak ahsanhendra lawan mudah ganda putra ranking dunia india satwiksairaj rankireddychirag shetty ganda putra indonesia berjuluk the daddies modal bagus menjelang duel menghadapi rankireddyshetty baca jugaall england kunci apriyanifadia kendalikan wakil india beralih ganda putra indonesia leo rolly carnandodaniel marthin melawan lee yangwang chilin taiwan the babies berjuang tren buruk berjumpa pemenang medali emas olimpiade tokyo fajar alfianmuhammad rian ardianto menghadapi fangchih leefangjen lee taiwan all england beralih nomor tunggal putra jojo sapaan akrab jonatan christie melakoni laga melawan tunggal putra andalan taiwan chou tien chen chico aura dwi wardoyo bertanding melawan priyanshu rajawat india memperebutkan tiket perempat final all england baca jugarahasia ginting french open ambil ilmu jojo chico rabu wib lapangan ms match chou tien chen taiwan vs jonatan christie indonesia md match satwiksairaj rankireddychirag shetty indonesia vs mohammad ahsanhendra setiawan indonesia
"Hasil Thomas Cup 2024, Fajar/Daniel Pastikan Kelolosan Indonesia ke Semifinal","Kompas.com- 03/05/2024, 20:22 WIB","Farahdilla Puspa,Sem Bagaskara",tim bulu tangkis putra indonesia melaju semifinalthomas cup mengalahkan korea selatan hi tech zone sports centre chengdu china saksi kemenangan indonesia korea selatan skor jumat kelolosan indonesia semifinalthomas cup ganda putra gadogado fajar alfiandaniel marthin menang ki dongjukim wonho poin indonesia diraih kemenangan anthony sinisuka ginting jonatan christie baca jugakata jonatan hadapi korea selatan perempat final piala thomas ginting menang jeon hyeokjin jonatan mengalahkan cho geonyeop skor poin korea selatan kang minhyukseo seungjae menang muhammad shohibul fikribagas maulana indonesia menurunkan ganda putra gadogado partai keempat memasangkan fajar alfian daniel marthin fajardaniel langsung tancap gas melawan ki dongjukim wonho memimpin interval gim skor baca jugahasil thomas cup ginting berjuang menit indonesia korsel fajardaniel mengontrol permainan kesempatan kikim mendekati poin gim ditutup skor kemenangan fajardaniel gim fajardaniel kikim bergantian meraih poin kedudukan fajardaniel mengambil alih permainan memimpin jarak poin skornya baca jugauber cup apresiasi indonesia lawan korsel semifinal permainan menarik daniel ki dongju kedudukan kali smes daniel berhasil ditahan ki dongju bola ki dikembalikan fajar mengarah kim wonho pengembalian kim melebar indonesia menambah poin serangan bertubitubi fajardaniel lagilagi berbuah poin pasangan indonesia unggul jeda gim pasangan kikim membendung seranganserangan fajardaniel sisa gim fajardaniel mencapaimatch point pukulan ki membentur net pengembalian lawan mengantarkan fajardaniel menang kelolosan indonesia semifinalthomas cup
Jonatan Christie dan Impian Juara Indonesia Open 2024,"Kompas.com- 03/06/2024, 16:47 WIB","Farahdilla Puspa,Sem Bagaskara",pebulu tangkis tunggal putrajonatan christie bertekad juaraindonesia open jonatanchristie salah atlet tanah air berpartisipasi diindonesia open istora senayan jakarta juni indonesia open salah turnamen individu all england china open malaysia open jonatan konferensi pers jakarta senin atlet pastinya impian harapan juara kebahagiaan baca jugaindonesia open ajang strategis jelang olimpiade paris jonatan fokus utamanya mengumpulkan poin meraih posisi unggulan olimpiade status unggulan jonatan christie terhindar pemainpemain top babakbabak fokus pengumpulan poin demiseedingdi olimpiade peraih emas all england kejuaraan asia jonatan mengaku persiapannya maksimal menjelang indonesia open tinggal menentukan strategi melakoni lagalaga istora senayan baca jugaindonesia open target juara wakil merah putih persiapan oke kemarin tes kondisi situasi lapangan jonatan catatan didiskusikan pelatih tim penerapan strategi lapangan pas laga langsungin jonatan berharap dukungan penonton istora meningkatkan motivasinya rekanrekannya meraih hasil terbaik berharap dukungan suporter semangat meraih hasil maksimal jonatan
"Apriyani/Fadia Ingin ""Menabung"" di Indonesia Open 2024","Kompas.com- 03/06/2024, 19:30 WIB","Farahdilla Puspa,Sem Bagaskara",indonesia open diharapkan bekal tabungan apriyani rahayusiti fadia silva ramadhanti menujuolimpiadeparis indonesia open digelar istora senayan jakarta selasa minggu turnamen level bwf world tour super olimpiade paris digelar juli agustus ituindonesia open ajang strategis dimanfaatkan sebagaites eventbagi pebulu tangkis lolos olimpiade baca jugajadwal daftar wakil indonesia indonesia open apriyanifadia mengembalikan pola permainan meningkatkan kepercayaan absen turnamen ajang salah acuan olimpiade turnamen asia fadia jalankan mencari lawan olimpiade tingkatkan pola permainan absen turnamen apriyani konferensi pers jakarta senin menambah kepercayaan semoga membawa olimpiade nabung olimpiade baca jugajonatan christie impian juara indonesia open sebelumindonesia open apriyanifadia tampil singapore open pekan melaju perempat final terhenti kalah nami matsuyamachiharu shida jepang indonesia open apriyanifadia dijadwalkan melawan jongkolphan kititharakulrawinda prajongjai thailand babak alias
"Hasil Indonesia Open 2024: Diwarnai 3 Kali Deuce, Sabar/Reza Bekuk Rahmat/Yere","Kompas.com- 04/06/2024, 18:04 WIB","Ahmad Zilky,Sem Bagaskara",ganda putra indonesia sabar karyaman gutamareza pahlevi isfahani melangkah besarindonesia open sabarreza melangkah besarindonesia open mengalahkan wakil indonesia rahmat hidayatyeremia erich yoche yacob rambitan duel rahmatyeremia vs sabarreza besarindonesia open bergulir istora senayan jakarta selasa sabarreza mengalahkan rahmatyeremia gim skor ketat baca jugaindonesia open fadia apriyani percaya tatap ganda malaysia sabarreza langsung tancap gas pasangan nonpbsi berhasil memimpin rahmatyeremia rahmatyeremia berbalik unggul sabarreza meraih poin beruntun mengubah skor pertandingan rahmatyeremia sabarreza sengit bergantian skor duel rahmatyeremia sabarreza berlanjut dramadeucesetelah skor seri baca jugagregoria bekuk putri kw indonesia open problem kaki bengkak dramadeuce rahmatyeremia berhasil mengalahkan sabarreza skor berlanjut gim sabarreza bermain efektif alhasil memimpin rahmatyeremia rahmatyeremia tenang menyamakan kedudukan sabarreza dramadeucekembali skor imbang tercipta laga rahmatyeremia sabarreza kali sabarreza meraih kemenangan rahmatyeremia skor gim memasuki gim ketiga rahmatyeremia mendominasi pertandingan memegang keungggulan baca jugahasil indonesia open dejangloria skor kembar keunggulan rahmatyeremia sabarreza berlanjut menyentuh poin sabarreza menyengat skor kembar rahmatyeremia sabarreza rahmatyeremia melewati dramadeucesetelah kedudukan seri hasilnya sabarreza menang rahmatyeremia skor gim ketiga
"Lupakan Cedera, Apriyani Rahayu Bersiap Menuju Olimpiade Paris 2024","Kompas.com- 16/05/2024, 18:30 WIB","Farahdilla Puspa,Ferril Dennys",ganda putri indonesiaapriyani rahayu enggan membicarakan cederanya fokus menjelangolimpiadeparis apriyanirahayu melewati turnamen partner tandingnya siti fadia silva ramadhanti mengalami cedera menjalani pemulihan rumor beredar bahwaapriyanimasih dipertimbangkan tampil diolimpiade paris sang pemain lolos multievent tahunan kepala bidang pembinaan prestasi kabid binpres pbsi ricky soebagdja apriyani berkomitmen bertanding olimpiade baca jugakevin sanjaya mundur pelatnas perpisahan the minions digelar indonesia open dokter pbsi prof dr dr nicolaas c budhiparama phd spot k fics mengonfirmasi kondisi apriyani membaik beraksi lapangan apriyani membicarakan cederanya fokus meningkatkan performanya mengembalikan pola permainan fadia ngomongin cedera habisnya ya recovery ditahap ngomingin cedera fase pola permainan fadia apriyani pelatnas pbsi cipayung jakarta timur kamis meningkatkan gerakan cedera improve fadia pola permainannya melawan a b c imbuh peraih medali emas olimpiade tokyo baca jugaapriyani bangga raih perak uber cup pemain muda proses koh didi eng hian pelatih ganda putri nanya sakit situ apriyani ngomingin cedera fadia pelatih pbsi pokoknya berupaya terbaik olimpiade apriyani mengaku bersemangat tampil olimpiade medali emas berpasangan greysia polii kemarin kak greys fadia lakukan berbeda suasananya pasangannya pola permainannya apriyani membawa pengalaman hasil maksudnya komunikasi kak greys kemarin berbeda olimpiade olimpiade paris juli agustus apriyanifadia dijadwalkan turun singapore open indonesia open singapore open digelar mei juni dilanjutkan indonesia open istora senayan jakarta juni
Australia Open 2024: Hendra/Ahsan Siap Hadapi Unggulan Pertama,"Kompas.com- 15/06/2024, 18:30 WIB","Egi Dinda Janviera,Ferril Dennys",ganda putra indonesia hendra setiawanmohammad ahsan tanggapan melawan wakil china he ji tingren xiang yu jelang babak finalaustralia open hendra setiawanmohammad ahsan melawan unggulan he ji tingren xiang yu quaycentre sydney minggu baca jugaaustralian open kans juara ahsanhendra fokus hasil hendraahsan memenangi duel sengit babak semifinalaustralia open melawan wakil taiwan chen zhi raylin yu chieh mohammad ahsanhendra setiawan menang denganrubber gamevia skor laga semifinalaustralia open sabtu pertandingan pasangan berjuluk the daddies mengaku bersyukur keberhasilan menembus babak final australia open alhamdulillah menang tampil final senang maju final bermain partai puncak main final ahsan dikutip hendraahsan mengakui kesalahan menguntungkan lawan gim baca jugarekap hasil semifinal australian open wakil indonesia lolos final hendraahsan mengeluarkan kemampuannya semaksimal mengamankan babak final gim kesalahan gim ketiga alhamdulillah bangkit fokus mengurangi error ahsan wakil indonesia sektor tunggal putri ganda putri berlaga babak final turnamen bwf super australian open tunggal putri indonesia ester nurumi tri wardoyo melanjutkan langkahnya partai puncak meraih kemenangan unggulan ketiga taiwan pai yu po babak semifinal gim langsung baca jugaaustralian open ahsanhendra lawan pramudyaandika ogah kalah pantang lengah febriana dwipuji kusumaamalia cahaya pratiwi menyempurnakan wakil indonesia tersisa menghentikan perlawanan wakil tuan rumah setyana mapasaangela yu gim langsung hasil wakil tuan rumah tersisa menggagalkan ganda putri australia final turnamen super
"Hasil French Open 2024: Rehan/Lisa Kalah, Dejan/Gloria Tumpuan","Kompas.com- 06/03/2024, 22:47 WIB","Farahdilla Puspa,Firzie A. Idris",ganda campuran rehan naufal kusharjantolisa ayu kusumawati tersingkir babak besarfrench open rehanlisa kalah unggulan jepang yuta watanabearisa higashino skor arena porte de la chapelle perancis rabu kekalahan rehanlisa indonesia menyisakan wakil ganda campuran difrench open dejan ferdinansyahgloria emanuelle widjaja dejangloria langsung lolos babak leringat mark lamsfussisabel lohau jerman mundur baca jugahasil french open ahsanhendra tersingkir rintangan rinov rivaldypitha haningtyas mentari dikalahkan yuki kanekomisaki matsutomo jepang jalannya pertandingan rehanlisa yutaarisa bergantian mendulang poin gim skor wakil indonesia menjaga jarak memimpin interval gim baca jugajanji jonatan christie bangkit french open yutaarisa mendekati angka rehanlisa turun minum rehanlisa berhasil menjaga keunggulan mengunci gim kemenangan gim ketat kali yutaarisa berhasil mengontrol permainan mencapai interval skor rehanlisa menyamakan kedudukan baca jugapbsi siapkan pengganti andai kevin sanjaya pelatnas yutaarisa mendulang poin mengamankan gim skor yutaarisa tancap gas memimpin gim ketiga disamakan rehanlisa kedudukan laju angka rehanlisa mandek tertinggal angka posisi interval yutaarisa percaya pindah sisi lapangan unggul angka skor menang
"Hasil Final Thailand Open 2024, Ana/Tiwi Runner-up","Kompas.com- 19/05/2024, 16:22 WIB","Farahdilla Puspa,Firzie A. Idris",ganda putri indonesia febriana dwipuji kusumaamalia cahaya pratiwi menjadirunnerupthailand open anatiwi kalah wakil tuan rumah jongkolphan kititharakulrawinda prajongjai skor nimibutr arena bangkok minggu sore wib indonesia berhasil membawa pulang gelar juara darithailand open anatiwi satusatunya wakil merah putih final pertandingan berjalan ketat gim pasangan bergantian meraih angka kedudukan baca jugathailand open syukur febrianaamalia tembus final super febrianaamalia menjaga jarak keunggulan pengembalian beruntun pasangan thailand membentur net wakil tuan rumah menyamakan skor momen kunci kititharakulprajongjai memimpin skor pukulan net tiwi panggilan amalia gagal melewati jaring wakil thailand mengunci interval gim keunggulan keunggulan kititharakulprajongjai bertambah jeda jarak enam poin kedudukan baca jugalupakan cedera apriyani rahayu olimpiade paris pengembalian ana panggilan febriana melebar menghasilkangame point kititharakulprajongjai menang anatiwi memimpin gim kititharakulprajongjai menyamakan angka peluang menambah angka unggul skor diwarnai reli pulukan smes tiwi membentur net kititharakulprajongjai memimpin interval gim anatiwi meraih poin beruntun turun minum laju poin terhenti gagal mengembalikan smes prajongjai pukulan tiwi net angka anatiwi terhenti poin kititharakulprajongjai meraih poin kemenangan
"Hasil Final Indonesia Open 2024: China Juara Umum, Merah Putih Nirgelar","Kompas.com- 09/06/2024, 19:36 WIB","Aliyah Shifa Rifai,Eris Eka Jaya",wakil pebulu tangkis china mayoritas podium juara ajangindonesia open rampung digelar minggu pertandingan indonesia open wakil merah putih berhasil mencapai babak final nirgelar alias gelar ganda putra sabar karyaman gutamamoh reza pahlevi isfahani wakil merah putih melaju terjauh indonesia open sabarreza menghadapi man wei chongkai wun tee malaysia semifinal berjuang hinggagamepointditetapkan angka gagal satusatunya wakil indonesia gagal mencapai babak final kalah gim langsung skor podium juara dominan diisi wakil china salah satunya shi yu qi sektor tunggal putra baca jugaindonesia open luapan kecewa merah putih harapan unggulan dunia menuntaskan duelrubber gamekontra anders antonsen denmark skor china gagal menyapu bersih gelar juara indonesia open wakil ganda putri korea selatan baek ha nalee so hee mengamankan podium baeklee mengalahkan chen qing chenjia yi fan lewatstraightgamedalam menit berhasil mengantongi skor unggulan tunggal putri an seyoung korea selatan kalah chen yu fei china lewatrubber game baca jugaindonesia open ditonton shin taeyong an seyoung menyesal juara an seyoung ditonton pelatih timnas indonesia shin taeyong mengaku menyesal kemenangan shin taeyong menyayangkan shin taeyong menonton kalah semoga shin taeyong menikmati pertandingan an seyoung hasil lengkap final indonesia open tunggal putra shi yu qi china vs anders antonsen denmark
"Kalah dari Wakil China, Rahmat/Yeremia Tersingkir dari Thailand Masters 2024","Kompas.com- 01/02/2024, 17:00 WIB",Eris Eka Jaya,langkah pasangan ganda putra indonesiarahmat hidayatyeremia erich yoche yacob rambitan terhenti ajangthailand masters bertanding babak nimibutr arena bangkok rahmatyeremia kalah he ji tingren xiang yu china rahmatyeremia mengakui keunggulan lawan gim langsung skor menit hasil rahmatyeremia gugur thailand masters baca jugahasil thailand masters leodaniel gugur fikribagas perempat final gim rahmatyeremia tertinggal kesulitan tekanan lawan rahmatyeremia tertinggal interval gim interval variasi serangan rahmatyeremia mengimbangi lawan memangkas jarak poin rahmatyeremia mendekat beda angka he ji tingren xiang yu china gagal memanfaatkan momentum kali kesalahan rahmatyeremia tertinggal mesti mengakui keunggulan lawan gim baca jugajadwal thailand masters wakil indonesia beraksi wib rahmatyeremia mengawali gim tekanan lawan kesalahan tertinggal margin angka rahmatyeremia tertinggal performa wakil indonesia membaik mengurangi kesalahan efektif menyerang lawan alhasil rahmatyeremia menyamakan kedudukan rahmatyeremia gagal memanfaatkan momentum tertinggal interval gim baca jugaleodaniel juara indonesia masters ganda denmark kelas dunia interval rahmathidayat buntu terkunci angka lawan menambah poin skor rahmathidayat kendali he ji tingren xiang yu kerap kesalahan tertekan rahmathidayat kian tertinggal skor alhasil mesti mengakui keunggulan wakil china he ji tingren xiang yu skor gugur thailand masters
"Hasil Australian Open 2024: Bekuk Wakil Malaysia, Ana/Tiwi Juara!","Kompas.com- 16/06/2024, 13:55 WIB",Eris Eka Jaya,pasangan ganda putri indonesiafebriana dwipuji kusumaamalia cahaya pratiwi berhasil menjuaraiaustralian open mengalahkan wakil malaysia lai pei jinglim chiew sien laga final febrianaamalia melawan lai pei jinglim chiew sien quaycentre sydney australia minggu anatiwi sapaan febrianaamalia sukses menyegel tiket juara australian open turnamen bwf super berjuang gim skor gim anatiwi tertinggal kesulitan mengembalikanshuttlecockdari lawan baca jugahasil final australian open berjuang gim ester runnerup kali reli pasangan bertukar serangan mematikan variasi pukulan reli berujung angka lai pei jinglim chiew sien ana gagal menyeberangkanshuttlecockke area lawan anatiwi tertinggal interval gim anatiwi tertinggal usaidrivemenukik lim chiew sien dikembalikan wakil indonesia interval anatiwi menipiskan jarak wakil malaysia reli anatiwi gagal meraih poin pengembalian tiwi lapangan baca jugaahsanhendra final australian open curi perhatian media china poin beruntun anatiwi gagal melanjutkan momentum mengembalikan smes lai pei jing pasangan indonesia tertinggal pukulan ana melebar lapangan pengembalian servisnya tersangkut net poin keunggulan wakil malaysia kesalahankesalahan gim anatiwi mengakui keunggulan lai pei jinglim chiew sien skor anatiwi mengawali gim berhasil unggul skor poin diraih reli berujung pukulan baca jugajadwal wakil indonesia semifinal australian open anatiwi kian percaya smes keras ana dikembalikan lawan menjauh skor lai pei jinglim chiew sien meraih poin pengembalian wakil indonesia melebar anatiwi unggul interval gim pengembalian wakil malaysia lapangan interval lim chiew sien perawatan medis mengalami jari tangan kanannya penanganan melanjutkan laga
"Gregoria ke Perempat Final Olimpiade, Ikuti Jejak Maria Kristin","Kompas.com- 02/08/2024, 16:00 WIB","Ahmad Zilky,Sem Bagaskara",tunggal putri indonesiagregoria mariska tunjung menembus perempat finalolimpiade berhasil mengikut jejakmaria kristinyulianti jorji sapaan akrabgregoriamariska tiket perempat final olimpiade membekuk kim gaeun korea selatan bertanding la chapelle arena jumat gregoria mengalahkan kim gaeun permainan gim via skor gregoria tunggal putri indonesia melangkah perempat final olimpiade maria kristin baca jugaolimpiade paris jadwal head to head gregoria vs ratchanok maria kristin berhasil menyabet medali perunggu olimpiade cabang olahraga cabor bulu tangkis nomor tunggal putri selepas pertandingan gregoria puas penampilan menghadapi kim gaeun kendati juara japan masters menyangkal merasakan tekanan mentas babak olimpiade pasalnya jorji satusatunya wakil indonesia tersisa olimpiade baca jugagregoria lolos perempat final peluru bulu tangkis indonesia paris pastinya lega memenangi pertandingan melelahkan gregoria keterangan pbsi beban tinggal tunggal putri kelahiran wonogiri puas penampilan catatan gim kesalahan mengendalikan kondisi lapangan gregoria berteriak melawan kim gaeun ampuh melepaskan ketegangan lapangan interval gim ketiga kak herli asisten pelatih tunggal putri dalampressuretinggi berpesan ayo coba baca jugahasil badminton olimpiade fajarrian terhenti asa indonesia sisa gregoria yakini lakukan teriakteriak melepaskan beban puji tuhan berhasil gregoria menghadapi ratchanok intanon thailand perempat final bulu tangkis olimpiade paris sabtu pertemuan gregoria ratchanok sembilan laga gregoria menang kali
